ids	class label
17 9 14 473 54 429 17 29 14 103 54 8 4 378 93 18 719 2 1 933 326 8 43 3148 2 817 2 1 225 32 1131 3 1448 137 12 18 25 2316 5 230 41 1 4111 3 61 99 6 144 3 101 1 5359 643 5 496 255 32 94 27 3 61 106 84 144 3 119 101 1 2130 206 1 1144 8 1022 329 2 42 6516 28 3 42 232 6 118 1 206 8 1077 5 140 15 4 327 1200 1136 12 3 115 95 3 101 4 193 7 730 2 128 2 6 8 574 11 1512 53 14 266 407 136 5 267 20 2 4048 40 93 3035 118 14 31 3 257 166 38 1 460 105 42 926 6 51 4 80 17 232 107 1327 221 302 14 1023 18 3655 14 200 1 236 7 1 2413 39 11 39 1 59 8 94 4877 390 53 1 266 69 79 325 82 375 2 34 9 67 87 228 114 20 1 31 8 24 226 1 236 3 71 22 108 3 73 35 125 64 3 73 293 1445 5 52 5 5294 356 65 3 77	2
17 9 4 43 27 554 98 21 23 700 34 10 249 3 111 1957 74 1 178 379 2 61 1007 13 3420 84 17 9 27 554 31	4
24 76 97 5 552 16 401 99 7615 473 54 44 81 5896 1639 16 1 103 54 6 8 20 4 609 30 5049 2 6 8 823 823 150 1234 609 12 131 40 4 5027 0 16 20 1 473 54 1639 54 53 6 8 314 3 8 1139 3 633 609 30 150 1234 2 823 3163 192 73 3543 282 291 2 7118 20 49 730 1302 10 254 46 2282 3135 10 374 152 69 1789 394 112 1513 1639 54 10 4 80 7 1 237 11 2 41 46 11 58 8332 1221 33 4 307 7 248 78 248 373 3 116 22 157 273 16 25 4 851 3531 3010 1170 1848 2 950 51 4 874 7 49 1533 3 77 248 944 2 14 3010 1170 1848 25 4 6649 2 2572 0 4727 1764 20 6 3 930 2110 203 2 0 13 3383 5 1819 5 113 248 944 15 14 1533 1203 303 18 113 6 282 28 534 21 239 6 2 26 2471 5 113 4767 3 131 1 1764 7 62 0 0 20 14 1848 303 5 108 58 154 14 1848 73 23 0 3070 9120 2 1100 0 0 20 55 821 1533 213 2565 2748 74 3393 19 4305 248 944 9 4 187 3955 87 18 113 6 282 20 13 3383 5 1666 6 51 3 263 6 5 35 4 78 2724 1012 12 13 71 22 155 30 175 82 248 1415 1 373 692 9 56 630 51 1214 2 11 891 45 7 1 91 988 5366 1063 1370 118 1 490 1584 2 11 1 1308 7 0 710 6 9 0 278 1 159 193 13 322 1 374 26 7890 7890 7890 45 61 500 526 374 15 4 988 629 1274 0 248 373 7 17 5296 3 108 1 374 26 7807 7 62 0 0 5 60 0 988 191 33 4 353 414 0 212 26 42 24 314 557 228 5 35 2634 4 697 1081 862 1629 18 73 23 791 374 33 54 833 20 1107 3 111 4 364 7 3393 19	4
2155 13 151 48 3011 3260 214 9 1 91 1268 17 193 7 3502 1 0 5687 2 0 513 26 5 947 10 71 22 3294 10 42 45 389 13 47 48 33 175 513 33 73 1215 11 63 711	5
17 9 1 69 3925 2402 29 3 68 172 508 15 141 211 1015 2 18 673 2215 6 14 905 79 4 0 0 8951 12 2482 22 559 11 380 249 93 0 467 7 217 369 54 188 0 15 6 2 5508 5 1 1131 0 159 1 432 89 443 51 446 14 537 19 0 112 10 27 2 89 318 5 1018 1 3070 766 28 3 105 412 6 361 3 111 262 1216 7783 19 0 6 33 1 0 7784 9086 65 9 60 0 1625 3606 5 3015 3381 850 2239 1 1695 7 0 7783 19 306 403 5 106 1 362 2060 5 1218 1 0 2 18 165 338 6 11 10 42 4589 219 21 232 6 203 16 6 215 22 1074 271 127 148 2 119 3049 0 64 5 1 373 6 112 7783 19 232 6 64 893 39 621 20 6 677 1315 3197 212 30 45 502 18 463 2 182 21 68 400 17 17 2 17 2 6 19 148 24 271 127 28 21 124 1808 440 6 199 154 3 8 665 18 32 0 18 251 454 6 5 35 24 127 2 32 4038 5 1018 6 4836 42 7860 6 64 144 16 3 8 9107 1 2402 623 21 950 6 51 1373 1 623 488 12 19 127 2826 1282 18 69 1625 403 10 4 0 6050 2 808 0 12 9 170 5 40 3 8 1176 380 4761 1282 10 49 54 1 537 2351 2866 137 2 18 32 578 812 1 682 54 3 75 679 14 0 6643 537 5 84 10 4 473 995 185 378 3 492 241 7783 19	5
56 36 3581 1085 40 1940 4 1862 1500 19 110 0 9 43 458 2 1118 192 169 9 11 1 209 36 30 1438 8630 0 359 33 0 1775 404 0 0 460 9639 483 164 10 316	4
1 31 8 27 16 10 1 236 34 26 4 187 120 398 2823 10 17 236 502 3 61 1007 0 19 46 5122 19	2
1101 1 91 7 1 5607 18 73 113 273 13 138 1005 1135 15 687 1486 650	5
24 1 8866 46 1 3776 16 169 13 234 2 285 72 162 10 2034 1 114 9 262 78 2 34 26 4599 5 686 152 63 34 38 18 105 42 1147 51 1 3219 4 80 177 2 338 7700 20 67 87 134 7 1 1833	3
77 6 1 31 9 43 327 176 1568 3 23 2908 118 39 7 14 238 2514 28 305 50 39 14 358 31 0 293 1 0 41 34 227 147 772 42 1316 12 17 29 9 43 197 2 47 48 43 771 3 8 34 258 2 5698 642 8496 136 11 5 157 34 0 89 1168 1 31	5
28 3 112 44 584 2 3 3318 6 1 103 54 3 71 22 104 38 3 95 4 178 597 7 252 46 60 16 14 545 8 4 177 76 3148 3 108 6 8 1 334 1360 545 46 164 315 182 12 3 733 443 6 199 945 2 2 112 10 1 1005 1135 545 43 43 27 1 597 7 1 295 9 4 80 5336 87 1 1093 0 19 46 4631 19 545 16 6 8 56 27 2179 303 2 1 489 11 34 32 219 76 6 116 22 23 986 2 3 116 22 1345 2195 6 8 76 557 16 3 151 35 158 5 48 58 11 34 185 54 339 3 180 6 150 211 83 3 56 3318 14 103 259 16 49 1005 1135 9 707 3345	3
3 220 1 567 2591 541 9 91 2825 33 4 29 192 13 47 1259 1 127 5 3066 10 1492 3 2509 14 246 121 506 20 0 10 4 759 2453 235 405 53 3 2144 1 235 3 354 9824 6 8 1682 3 68 115 25 4 2453 517 235 153 2 3 73 113 158 3 71 22 144 18 182 18 470 22 1175 90 5 4 233 235 14 381 866 250 471 107 4 752 7 223 16 1161 4 8839 72 205 455 3 275 5 421 33 1 435 1312 7 4 517 73 4156 23 4 8839 2358 8185 490 6 9 1 2488 454 37 18 32 131 7 4430 3026 2 18 1861 55 0 445 45 501 540 40 557 10 4 1115 1081 12 25 706 40 57 3606 3 75 0 45 356 11 1068 5 1 3207 45 356 1125 83 3 95 5 207 425 208 74 1 532 11 1874 2031 1238 10 246 567 2 34 26 4 133 27 261 5 157 2 134 1149 800 43 1270 1 1149 209 25 4 8839	2
2011 1468 0 3 0 40 58 2011 7979 1468 3 68 66 4 364 7 6311 19 3203 10 271 4 133 249 16 107 54 3 25 2757 57 1 0 7 6311 446 14 1372 0 642 21 112 2 3 95 164 15 5835 2 3249 11 6 3 0 60 6 25 16 0 6 8 27 78 243 2 149 3 312 173 996 3537	3
1 3695 26 36 390 879 0 16 1 630 51 5 6783 9 24 1822 4357 30 39 53 1 765 9 823 10 142 653 4386 13 813 88 575 4 3358 13 234 5 445 64 144 2 2168 5 1 0 0 57 3916 765 374 2755 5199 483 13 148 23 5 2834 1 1905 828 2 575 4 829 828 10 4 495 445 1 495 445 9 557 12 154 46 88 1 185 154 1 0 6011 0 411 1 1262 405 13 23 5 35 3205 51 10 1 1262 2 3 813 167 41 20 1 1262 126 13 48 3205 51 3 61 628 52 5 1 0 628 87 23 5 445 1 0 765 10 82 87 62 1461	2
3 47 22 1987 20 1 1092 65 9 94 1470 1025 33 12 19 1 639 3051 44 16 3 8 1427 15 1 1421 2915 18 124 161 24 814 352 5 194 36 16 10 384 122 19 24 1667 57 1421 18 124 56 1309 1 1421 692 8 272 7 1041 16 6 25 4 27 6702 2 215 22 76 214 3 95 4 7410 2783 2 4 0 2783 1 0 385 1478 27 10 194 50 4 5550 865 6 8 42 37 1017 4 149 0 7114 1 7410 8 88 120 414 1 213 32 4 177 76 9050 10 40 18 32 4 187 120 93 3 296 1 347 2098 4 177 16 122 1641 5 162	3
38 13 124 30 39 4 2440 13 47 22 140 5 191 46 814 840 533 1375 2 24 259 1885 19 205 244 1 162 298 9 42 362 7 1 670 2 3083 7 17 789 80 29 3 691 18 71 22 43 0 17 29 6 61 28 7377 6 31 23 273 189 39 430 5 1488 15 77 2 8177 50 4 460 114 12 56 2205 57 3501 14 968 2073 19 26 1 1381 2 448 2 1 4582 3578 767 15 1 149 1837 1419 131 2101 1723 2590 17 8 20 1743 412 3546 2 4546 4 133 249 505 2 189 148 1 277 5517 29 33 53 377 8 34 193 772 17 8 123 291 20 55 198 259 34 32 200 7 90 2 38 13 68 66 44 13 104 34 26 69 4 342 7 375 12 955 200 28 21 124 436 298 53 1 266 444 41 693 90 1401 884 55 863 53 21 124 588 57 510 1406 526 55 31 8 1482 840 221 7 194 588 1085 90 48 11 2 41 2 1085 84 1175 4 181 97 1660 59	5
0 49 1844 834 0 19 1 69 190 3 68 172 101 0 6 935 6228 141 211	5
3 37 327 3 633 3 37 5 3848 50 1 6040 7 14 3702 53 3 157 53 18 257 126 204 3 276 14 365 746 96 3 117 4 1193 147 370 22 365 746 327 74 4177 18 306 40 18 113 6 11 7100 3117 7 4027 10 1 1420 649 152 3 5051 15 0 1 5353 7 1 946 3409 3 48 6 18 23 4 402 5 559 60 3 56 71 22 37 9 126 18 86 6 18 113 4 1846 365 746 3967 72 365 143 119 850 698 18 552 4 1456 596 7 334 803 6527 2768 20 126 327 13 138 6 17 9 24 69 0 0 16 803 6527 234 54 5 989 11 4 746 13 71 22 42 1228 11 2520 2 498 3 48 1 1192 12 17 590 9 0 11 507 691 5 167 4 3599 598	2
5 3968 14 905 21 37 17 29 83 18 124 1015 173 54 21 106 44 1 31 9 36 2 149 3 85 48 49 214 2 1003 96 2 3 111 115 422 466 7 96 2164 4596 11 2103 17 29 2851 4 96 1801 15 2103 12 3 61 1655 5 35 4 836 1802 37 2103 34 9 72 9986 2103 46 1024 2164 5 455 15 6 1 59 9 360 2 21 155 1 277 464 173 54 21 157 44 17 9 1 14 52 5 29 10 554 31	4
35 158 5 1186 51 10 1 8589 248 1203 18 8673 165 10 40 2000 3 105 115 1324 953 33 97 10 4 248 1203 33 3 61 10 4 304 537 3 111 56 1447 5 147 45 7 1 1292 1072 18 480 44 598 284 1424 10 4 6214 4867 181 1250	4
21 42 709 5 292 2 32 224 10 4 29 755 37 17 17 110 9 24 3827 6 9 24 4774 46 94 6 396 22 23 4 242 100 2 12 9 39 485 74 40 60 6 367 23 9 4 109 162 114 585 7 520 27 245 363 340 2 4 36 110 253 1 865 7 102 12 8 34 1 121 21 671 11 8 3062 3 47 22 56 1987 20 12 33 3 148 108 316 44 11 191 9 918 1306 389 123 6 439 5 23 12 27 237 7443 110 220 5 6 65 9 78 2 1247 53 13 71 22 220 37 0 695 51 2 315 4 1083 121 41	4
42 314 3 25 1 1867 295 206 2 14 461 25 1 948 2 3225 206 195 32 240 1065 8206 20 1171 2805 3 492 8438 17 29 1198 19 6245 3351 0 1377 9 123 291	5
3 105 376 392 57 194 508 11 260 60 14 247 282 37 2 126 291 21 282 53 21 886 41 753 17 9 281 3 71 22 52 5 17 29 67 87 258 173 134 249 12 194 182 3 86 37 49 31 189 94 27 10 286 16 1 340 9 76 660 189 1911 33 39 48 41 1 114 9 76 291 10 49 369 27 1177 0 13 230 11 4 8677 98 2 189 76 97 7 4 1458 47 3 42 23 134 7 1 3007 1988 5 52 302 39 1 1252	3
17 186 9 756 0 2 439 848 6 56 370 22 848 1087 4750 42 3223 559 159 2 3828 1515 4 848 912 1 130 9 85 27 16 1178 1 142 130 105 35 4028 558 26 27 76 139 110 9 768 269 1 150 211 3 0 26 56 10 1 130 83 38 13 69 106 12 13 151 268 35 1427 2 200 88 10 129 1026 2 4 207 742 2738 227 3 56 23 4 127 5 1497 57 1 3223 1753 268 24	3
3 8 6168 3752 12 4 191 360 31 358 721 105 287 4 2568 0 0 1341 641 40 3 1120 1 134 1465 15 96 184 12 136 15 279 2 489 1057 16 6876 279 2 3602 489 1 545 8 4 3913 7 149 536 794 4 528 980 811 15 96 1080 2 741 28 667 2 405 28 743 2028 91 362 8 12 1 545 8 28 205 12 3 95 5 1186 1 473 45 10 14 1376 64 5 4042 303 2 17 353 1719 8 605 488	4
3 232 14 6165 5 1 940 1 926 768 706 0 782 2 92 136 203 15 4 0 11 166 4432 12 8 24 34 53 3 232 166 34 11 1 501 1067 1067 18 47 241 4 2666 5 147 166 5 3 75 94 3407 57 17	1
21 113 6 4 3141 5 140 44 1480 320 9 11 292 28 3 68 268 66 44 5944 246 174 77 49 398 15 7240 703 21 68 25 6 153 192 1 0 2700 430 5 55 5057 16 93 194 34 28 175 174 3 104 126 5 106 6 214 509 6699 9 240 5518 139 9 1 91 3 68 172 25 20 17 1392 1 162 114 8 43 109 16 3 68 25 6 153 192 18 26 37 7432 0 3 285 37 5 23 452 93 179 65 9 85 78 1 229 9 27 6 9 3151 5 410 11 1 639 372 183 613 1 1656 466 7 1 193 235 70 102 38 13 26 125 5 722 4761 1282 20 179 71 22 425 41 20 4 8585 2588 1641 5 2168 5 63 0 80 7776 366 122 47 22 410 148 6645 1966 227 23 62 1926 8769 3 68 66 5 0 584 258 11 1185 2 258 11 191 2 195 174 6 215 22 33 27 33 6645 1966	5
36 2957 201 37 5 52 2 7635 6430 180 6 4 99	4
3 77 9192 9193 10 1 2245 1 363 340 9 85 36 16 17 564 570 3 8 56 422 1 1382 773 79 66 2582 5 488 1 213 32 2387 2 3 95 1625 636 10 4 325 1384 2 1601 4030 12 15 194 917 69 28 321 587 10 150 30 1 3380 310 1 110 2 93 45 1062 207 3 8 652 30 406 284 6 19 83 3 68 700 64 5 194 4 2071 1213 2945 16 3 263 1 353 156 1549 6 439 37 4 133 7939 11 1 615 3134 733 2 1 201 26 2985 333 1 3287 28 10 137 3 108 3 75 125 5 147 4 1310 50 55 3624 806 9192 9193	2
141 488 653 3 23 5 113 4 8362 5 14 294 33 3 919 8736 50 384 15 1 728 3 8 2017 12 18 26 24 37 82 3518 33 18 23 4 134 922 3207 24 4 134 207 3207 28 13 47 106 4 31 290 2 4 207 5 1229 12 3207 2 3 117 6016 12 45 11 55 475 101 4 2775 343 65 6187 2992 217 3207 28 3 778 6077	4
332 80 666 778 708 7 98 1 545 12 3 25 8 27 265 5 3681 57 16 4 1015 244 545 1 78 190 57 6 8 12 13 47 106 244 770 39 154 2 6 148 385 27 870 136 41 94 409 16 14 250 19 545 8 271 222 11 3089 18 23 58 27 1058 1465 12 729 22 4915 67 668 37 1 664 13 415 99 5 48 30 82 261 3 61 259 144 5 48 4 473 995 7 1 29	3
3 1927 172 180 612 356 379 14 156 30 2020 4710 442 8775 40 5 86 28 1 494 21 1232 17 29 41 8 83 3 25 4 907 1059 50 2474 0 10 4589 154 103 212 103 1 634 26 578 27 224 34 9 467 7 7705 2 3778 1891 55 754 8 219 89 2513 39 55 4528 1207 15 4 1361 2 131 58 2206 213 3 25 1 448 3931 2002 2212 2 14 250 25 1 8014 2138 3 73 35 125 64 144 5 23 12 2002 2212 6 8 28 27 21 426 41 15 1 821 350 2 654 826 2 6 8 132 21 94 97 811 51 20 256 153 21 95 55 757 3 101 1 6508 218 14 4295 95 1 610 139 2 14 82 250 95 1 0 169 8 262 27 16 6 8 76 97 31 14 218 1594 11 14 743 2 3 712 6807 1757 7 14 250 19 139 28 11 4 8952 36 912 36 31 36 213 204 634 8930 100 9441 36 156	5
3 73 113 17 418 534 10 13 42 52 5 11 2 41 218 38 13 71 22 138 5 220 1251 2 1062	1
25 4 78 179 44 15 58 247 2 320 198 511 121 2 6 8 56 27 1 1747 1903 8 27 16 134 7 90 105 23 913 6 18 498 6 20 287 7 4 205 130 616 28 6 9 43 888 14 1102 25 1 1278 1394 130 65 25 448 1477 2 149 1264 1 130 8 11 1 1764 7 4 4035 89 387 6 16 215 22 2952 15 1 448 6 61 23 268 66 120 15 42 1 134 639 566 1 98 9 822 2 1274 30 1 277 54	4
3 136 44 20 4 1160 1685 50 4 250 93 1019 1 379 3 8 5190 5 99 6 41 3 112 20 4 511 121 311 1176 6 5 35 56 337 21 32 588 11 57 612 221 46 392 24 337 20 4 511 121 131 40 272 7 2896 1 100 9 5022 6 131 698 56 534 59 8 899 624 1134 1 197 596 7 102 11 1 98 2066 32 624 59 8 272 7 5763 16 24 1021 55 130 136 41 11 57 510 406 2106 21 101 4 456 15 635 15 1960 2 687 1 130 397 2 2373 132 16 12 19 192 6 39 112 178 103 118 1 130 616 8 56 1305 83 7 39 1 1784 605 1 130 3 23 115 527 359 4 817 130 11 14 656 3 25 5 6326 173 824 965 6 880 2452 4 0 20 14 341 34 8 4 4518 999 7 143 20 14 130 58 2284 7 14 616 32 3778 24 88 4 1859 7 334 20 84 1 1960 2 1 687 385 36 2 34 8 228 715 20 1 130 5 3397 1 129 236 2516 1 759 1305 1405 7 616 32 36 2 1 128 8 170 21 571 51 679 311 1 130 203 1 1026 32 888 1 130 8 120 1 185 154 93 1 872 0 171 7 1 1784 93 3185 297 1 130 872 1 1090 7 1 872 8 5678 11 1784 3 75 24 158 38 1784 344 4 269 130 16 11 17 839 6 42 131 4 1305 616 1258 605 3992 2679 3 136 64 44 2 239 4 456 15 96 18 582 8916 1293 3 2460 5 1 583 2 89 3174 14 198 54 8 4 4638 2 227 23 66 6077 3 61 140 64 20 1392	4
3 37 8953 2 3 71 22 108 6 6228 359 4 1455 1125 3 68 66 4 364 7 8953 160 3 426 661 30 1420 2 3 8 69 469 5 52 10 1 31 3 56 317 49 536 128 206 1164 3 104 2 70 18 23 4 36 524 12 9 4 646 875 15 389 881 46 96 139 161 45 14 1086 2512 3 37 8953 83 1 1249 2 114 26 85 43 78 2 1664 3 115 23 5 162 10 4 207 15 84 2 43 437 18 26 94 815 15 4899 2806 213 2 2469 4 254 945 46 134 10 421 2 14 247 18 70 23 4 856 1548 121 20 4053 192 18 23 254 31 2 2326 10 864 361 6 19 24 887 1863 1497 1497 1497 16 13 580 48 585 7 6265 11 82 0 202 1249 26 4841 0 2 2691	4
245 103 3 2071 14 2355 5 421 2 112 44 144 3 1448 74 137 212 23 95 5 35 120 3 101 164 12 3 516 22 376 38 6 8 574 593 767 245 28 1 593 767 9 27 16 6 215 22 226 436 1008 2446 221 5 48 6 2 20 287 7 6 14 247 31 8 574 144 45 7 84 61 628 157 465 119 157 30 17 29 28 3044 5 106 4 574 184 16 160 14 82 250 8 953 92 182 2925 6 3 151 52 81 92 101 767 2 58 687 33 820 2 14 82 250 101 1 0 4766 217 294 7 1 29 9 67 0 119 870 16 89 19 69 66 34 258 2 182 6 215 22 28 178 1306 28 1643 767 4224 574 1 599 470 22 88 2098 2 574 687 5 3611 1 250 15 1 0 1306 3 491 1 1090 7 1 523 2 6 8 39 4 920 3229 5467 30 1 1090 126 329 9 6 5 6326 4897 643 153 7784 84 11 4 523 3 8 125 5 180 0 150 211 792 20 1 593 767 16 6 8 1927 528 3 28 4284 138 5 37 17 29 1587 6 19 352 2 1885 19 9 85 576 47 3 658 48 4 244 29 11 1 3761 183 12 9 289 228 5 955 67 119 406 102 2 1579 27 244	1
81 3 68 66 5 4326 675 380 174 137 2 6 19 54 5 552 14 134 1749 361 3 104 34 26 652 5557 379 60 67 105 3 552 71 22 2076 3 151 1054 5 1 5620 1246 17 1 6505 3236 1528 147 1 103 308 307 13 47 167 46 412 1 1 187 1205 7 1 925 447 11 748 4 100 2 48 11 424 15 39 7 1 1224 20 1 100 99 5 113 63 1676 153 13 48 5 1 1704 4 133 7 14 0 0 248 8910 86 24 726 17 45 3058 0 1848 20 1 4986 193 319 11 4 1611 7 1533 2689 46 4 523 1488 129 0 139 398 2923 741 764 128 2526 86 3 23 5 440 125 150 214 509 139 4 619 139 28 97 120 87 63 572 509 0 2129 549 1 514 7 4 3288 858 38 13 124 188 5 12 272 7 190 846 15 4 250 46 515 34 26 67 16 3 3460 5 440 6 604 64 5 1 424 33 13 124 540 51 63 504 35 655 5 1621 1 828 7 102 11 63 547 28 18 47 630 13 51 15 4 181 99 5 3348 1 1294 224 262 1047 2848 2 1095 11 1 839 46 24 60 1 1780 42 48 6 451 1 109 1766 5784 5 1 2347 207 1371 5 1271 63 1069 2 6396 1 0 7 375 5 167 1 45 15 63 828 42 4 133 1941 45 6 47 48 4 80 2432 11 34 28 330 24 35 1 91 29 38 13 124 2108 4 6663 107 63 184 134 0 522 337 2 1 114 9 85 429 5 167 4 181 10 1 1253 11 424 74 1 54 18 860 30 1 1704 28 152 1 372 235 4355 26 109 2 563 18 26 161 429 5 1147 1 181 33 598 33 13 151 296 84 2 137 13 104 60 5 500 38 13 71 22 37 1525 46 660 261 17 415 24 35 63 202 29 339 132 149 31 2 0 163 102 5 423 6 5 13 296 19 42 135 0 9 228 5 48 40 41 7 14 612 1501 3590 4620 2 12 9 329 5 86 137 13 104 1 2238 3 75 41 317	4
3 387 1 5229 1998 2 0 1460 11 1 328 183 371 1 564 133 174 12 3 136 44 6 8 1044 576 310 2 3 85 571 51 1438 4 955 298 160 6 8 576 1 198 54 3 136 321 213 232 4 152 16 6 215 22 76 178 213 32 425 2 24 5218 1340 5 2680 340 8 24 1 738 639 5918 3220 12 13 939 20 1 3711 65 215 22 14 202 2 1 649 3262 7 1681 4825 161 24 4 1626 51 529 7 1183 316 8 1939 8580	3
268 24 1 91 130 3 68 172 25 16 161 11 1 287 141 25 1 1250 455 7 533 118 28 12 131 6 88 4 120 156 24 755 1 229 10 4 592 121 16 1 269 7 231 143 715 9 351 38 13 37 1516 208 2 130 34 9 72 494 24 5 99 17 29 73 35 1510 10 158	4
3 68 66 44 584 137 10 1 142 916 2 1 473 54 3 88 471 4 250 122 8 4 2440 2 195 174 6 8 36 18 23 4 36 253 7 6581 20 1 916 4 133 683 2 175 528 732 5 569 50 3 241 679 4 80 177 7 169 2 38 13 1996 14 3032 13 345 22 35 422 169 9 487 132 2 13 151 23 300 3055 1 1652 11 1 1315 335 38 13 124 11 1 992 10 58 210 900 3497 31 3 61 56 241 6 6 19 4 80 604 20 670 16 15 513 37 12 122 19 224 814 16 49 341	4
3 487 77 17 1154 373 189 1 69 29 3 73 48 4 1154 206 3 23 66 125 44 10 107 246 249 2 3 115 48 1628 7 6 0 9 62 219 479 2 89 56 2205 57 1 391 401 52	5
1432 693 159 1 896 554 31 3 68 172 25 814 671 74 10 142 15 14 461 3 101 49 6249 96 290 2 14 461 101 1 1390 428 783 15 395 1212 2499 344 2616 1709 282 37 1619 554 31 1742 5 6560 19 1 7472 7 1 896 554 31 112 5 4 554 98 11 0 16 12 19 0 3 75 554 2 363 11 1333 2727 28 104 4 190 46 134 57 27 554 31	1
21 77 17 98 6 19 4 320 1210 29 2 13 85 220 1199 1 31 9 240 390 1340 5 20 1 5032 483 106 1 986 4 1906 786 16 6 19 977 260 28 60 86 21 500	4
125 5 798 7742 1483 9 1 278 2608 556 10 4 542 154 37 442 3 68 66 5 5680 4 2625 7 174 10 1877 4178 9181 6094 2 7 349 453 11 0 4 3417 547 12 3 2817 4 342 7 249 505 16 442 3 112 15 14 1102 2 21 1142 58 82 247 15 1 5428 3555 7 1173 41 1 6745 4178 21 116 22 48 1216 228 5 23 4 6745 2762 20 90 16 21 117 155 923 7 1793 6760 34 32 937 6760 2 1661 6760 2 0 6760 483 1 2651 11 1 0 26 94 5 282 30 33 81 21 1028 1 1411 6705 4676 2 232 203 4 6745 2776 0 65 3 104 21 73 48 923 7 411 50 69 394 907 1 4178 2351 446 330 0 28 71 22 726 6 2 38 13 86 167 695 15 67 54 152 13 124 34 161 267 41 1 1668 10 4 1132 697 4178 33 81 3 491 12 53 6 103 719 2 6 8 56 291 1 4131 935 9 226 4 259 3 42 482 3 25 67 54 5 4320 5680 67 437	5
3 23 4 3966 29 11 14 1308 10 17 0 68 66 5739 14 39 456 252 279 2042 11 49 2109 327 1890 143 10 246 0 68 966 39 107 1 0 85 1830 325 212 53 3 75 24 1132 11 191 46 1 5448 216 0 0 358 0 3769 0 451 0 13 37 327 31 2 1890 143 44 19 60 13 227 0 39 456 327 96 1890 0 459 820 7 327 0 197 0 459 820 7 139 0 28 3 56 37 143 56 17 29 344 40 138 5 4718 3 77 6 28 97	5
21 112 44 83 6 8 1 69 332 29 21 105 167 314 93 1 4604 553 149 383 206 8 132 33 81 33 1 6635 225 36 59 78 912 3 165 52 64	4
6 8 150 0 2 3 75 57 5 3852 20 4 2102 5 1 490 1584 21 23 72 1718 10 2134 1615 16 4 342 7 247 42 95 11 424 2 32 436 5 48 58 223 5574 433 18 124 0 11 424 28 11 6730 30 141 640 21 124 11 1 103 520 2 28 6 1970 1 0 0 2082 6883 3607 14 45 123 556 706 216 907 14 2411 19 0 308 1994 8 653 2 134 2389 6417 526 21 124 589 159 2 436 738 106 45 7 169 134 0 30 17 502 194 354 294 2869 1 2694 26 0 1 616 9 36 1 128 9 36 1 0 1172 9 4229 941 2 132 3132 1113 808 2050 1356 255 873 1080 483 281 9 12 457 4176 30 40 333 1 1288 28 3 477 1 502 9 38 13 113 6 63 69 502 5 52 5 1615 6 19 329 5 35 422	5
6 19 4 735 20 4 1148 28 13 1490 13 124 57 5 1228 1699 2636 7 1829 20 572 805 31 127 2667 44 6 19 24 12 178 3 95 5 106 150 233 212 50 44 1 7511 1520 4753 248 1733 251 463 4 0 8 27 16 24 141 27 1129 1143 120 269 2 5603 865 10 392 1 473 190 3 101 8 4 2238 7 3432 343 1268 2 4 2238 7 1527 2146 1268 371 311 236 1268 97 120 1 1268 8 1898 1029 2 43 1547 1694 407 3 25 4 2339 128 2 834 9335 17 8 70 43 27 1 2339 194 3686 2 1 9335 315 2329 2636 7 834 943 11 4 544 4407 231 339 27 269 31 245 269 207 332 852 10 63 438	4
33 4 484 3375 7 198 797 3 401 1777 77 1 3263 3 111 4 425 3375 28 198 797 79 1 1961 201 16 37 3 23 182 153 1 1217 47 35 4 177 4213 51 30 1 3263 6 9 4 97 67 2016 1378 123 67 2416 2 1 114 9 28 97 67 503 280 3 285 37 5 373 10 2412 2840 2 8978 44 18 70 23 4 36 253 7 1098 9283 2 2758 39 4 177 41 7 14 236 1321 176 198 378 3 263 1 2610 167 3 263 1 91 4303 4327 172 6 9 701 15 1193 8026 2 4 4128 24 76 222 2 6 79 4336 11 1 278 29 1 91 362 6 8 2117 7521 49 236 8 0 1422 2 39 49 0 6337 21 907 118 1778 137 3 73 35 528 11 17 507 2004 3179 267 84 41 1 308 187 47 35 918 17 54 7 417 16 60 308 187 370 22 34 9 4 7333 12 4669 9 0 127 298 1 209 33 81	5
36 573 36 236 2523 82 5449 11 1 974 388	5
129 141 42 24 228 5 180 6 325 31 8 42 245 2 18 1816 41 7 1772 881 74 4367 18 23 163 196 39 121 94 27 681 76 16 18 352 28 561 3572 198 445 20 609	2
